account_key,account_name,bd_segment,account_tier,tier_rank,account_fit_score,fit_score_band,city,riyadh_presence,riyadh_verification_level,is_riyadh_present,is_riyadh_verified,size_estimate_proxy,is_listed_proxy,business_signal,has_dated_trigger,signal_year,account_status,in_pipeline,open_task_count,completed_task_count,research_source_url,domain
448044163263,Barq Express (Alafaliq Holding),Transport & logistics,B,2,67,60-69,Riyadh,Riyadh HQ,Partially verified,true,false,Unknown,false,Growing courier and e-commerce delivery operator (no dated trigger) (Not captured),false,,Active,false,0,0,https://www.clickpost.ai/blog/logistics-companies-in-saudi-arabia,
448043716818,Kesay Clinics Co.,Healthcare,C,3,58,50-59,Not captured,Not verified,Not verified,false,false,Small,false,CMA approved Nomu offering (2025) (2025),true,2025,Active,false,0,0,https://www.argaam.com/en/article/articledetail/id/1869916,
448038377664,Ataa Educational,Education & training,B,2,64,60-69,Not captured,Not verified,Partially verified,false,false,Listed,true,Listed; no dated trigger captured (Not captured),false,,Active,false,0,0,https://www.argaam.com/en/article/articledetail/id/1869916,
447990598874,Alkhaleej Training & Education,Education & training,B,2,64,60-69,Not captured,Not verified,Partially verified,false,false,Listed,true,Listed; no dated trigger captured (Not captured),false,,Active,false,0,0,https://www.argaam.com/en/article/articledetail/id/1869916,
448044126447,Axelerated Solutions,Technology & platforms,C,3,49,Below 50,Not captured,Not verified,Partially verified,false,false,Small listed,true,Nomu offering (2025) (2025),true,2025,Active,false,0,0,https://www.argaam.com/en/article/articledetail/id/1869916,
448038377663,Leejam Sports,Leisure & hospitality,C,3,52,50-59,Not captured,Not verified,Partially verified,false,false,Large listed operator,true,Listed; no dated trigger captured (Not captured),false,,Active,false,0,0,https://www.argaam.com/en/article/articledetail/id/1869916,
448044337401,COGNNA,Technology & platforms,C,3,51,50-59,Riyadh,Riyadh HQ,Partially verified,true,false,Small,false,No dated trigger captured (Not captured),false,,Active,false,0,0,https://www.seedtable.com/best-startups-in-riyadh,
448044546258,Nintex (Saudi office),Technology & platforms,C,3,47,Below 50,Not captured,Riyadh operations,Verified,true,true,Small local team,false,Opened Riyadh office and planned local hiring (2024) (2024-09),true,2024,Active,false,0,0,https://enterpriseam.com/ksa/2024/09/05/,
448044546259,Mouwasat Medical Services,Healthcare,B,2,74,70-79,Not captured,Riyadh operations,Verified,true,true,Large listed group,true,SAR 1.4bn expansion incl. new 100-bed Riyadh building (construction 2026-2028) (2025-09),true,2025,Active,false,0,0,https://enterpriseam.com/ksa/2025/09/02/mouwasat-medical-spends-big-on-expansion-plan/,
448044489971,Seera Group,Leisure & hospitality,C,3,52,50-59,Not captured,Not verified,Partially verified,false,false,Large listed group,true,Listed; no dated trigger captured (Not captured),false,,Active,false,0,0,https://www.argaam.com/en/article/articledetail/id/1869916,
448049856748,MS Logistics,Transport & logistics,B,2,65,60-69,Not captured,Riyadh operations,Verified,true,true,Unknown,false,"Third cold-storage project in Riyadh (39,500 pallet positions) initiated 2024 (2024)",true,2024,Active,false,0,0,https://mslogistics.sa/,mslogistics.sa
448050150622,Alshaya Group (Saudi operations),"Retail, e-commerce & F&B",B,2,68,60-69,Not captured,Riyadh operations,Verified,true,true,Very large regional group,false,Multi-year KSA investment; Chipotle's first Saudi restaurant in Riyadh (2026) (2026),true,2026,Active,false,0,0,https://www.arabnews.com/node/2631833/business-economy,
448044671204,Jahez International,Technology & platforms,C,3,51,50-59,Not captured,Not verified,Partially verified,false,false,Listed,true,Listed; no dated trigger captured (Not captured),false,,Active,false,0,0,https://www.argaam.com/en/article/articledetail/id/1869916,
448049934537,Sary,Technology & platforms,C,3,54,50-59,Riyadh,Riyadh HQ,Partially verified,true,false,VC-backed,false,No dated trigger captured (Not captured),false,,Active,false,0,0,https://www.seedtable.com/best-startups-in-riyadh,
448038377665,Rasan Information Technology,Financial services & fintech,C,3,51,50-59,Not captured,Not verified,Partially verified,false,false,Listed,true,Listed May 2024 (older than 18 months) (2024-05),true,2024,Active,false,0,0,https://www.argaam.com/en/article/articledetail/id/1826302,
448049743060,Consolidated Gruenenfelder Saady Holding (CGS),"Construction, real estate & industrial",C,3,59,50-59,Not captured,Not verified,Partially verified,false,false,Listed,true,Main Market IPO (2025); Swiss-Saudi JV (2025),true,2025,Active,false,0,0,https://www.zawya.com/en/capital-markets/equities,
448044337400,El Seif Engineering Contracting,"Construction, real estate & industrial",B,2,65,60-69,Riyadh,Riyadh HQ,Verified,true,true,Large contractor,false,Delivering Royal Diriyah Opera House; progressing Qiddiya Speed Park (2026-04),true,2026,Active,false,0,0,https://www.constructionweekonline.com/power-lists/saudi-construction-firms-2026,
448050150620,Marketing Home Group for Trading Co. (Build Station),"Retail, e-commerce & F&B",B,2,77,70-79,Riyadh,Riyadh HQ,Verified,true,true,Listed,true,Main Market IPO (Aug 2025); flagship store and trading activities (branch count not verified) (2025-08),true,2025,Active,false,0,0,https://betatesting.argaam.com/en/article/articledetail/id/1829059,
448049602786,Almajdiah,"Construction, real estate & industrial",C,3,59,50-59,Not captured,Not verified,Partially verified,false,false,Listed,true,Main Market IPO (2025) (2025),true,2025,Active,false,0,0,https://www.argaam.com/en/article/articledetail/id/1869916,
448005627099,Derayah Financial Co.,Financial services & fintech,C,3,59,50-59,Not captured,Not verified,Partially verified,false,false,Listed,true,Main Market IPO (Mar 2025) (2025-03),true,2025,Active,false,0,0,https://www.argaam.com/en/article/articledetail/id/1784581,
447990598875,Specialized Medical Co. (SMC Healthcare),Healthcare,A,1,89,80-100,Riyadh,Riyadh HQ,Verified,true,true,Listed; ~578 beds,true,Main Market IPO (Jun 2025); building three new hospitals in Northern Riyadh to double bed capacity by 2029 (2025-06),true,2025,Active,true,1,1,https://ir.smc.com.sa/,ir.smc.com.sa
448044045529,Cherry Trading Co. (Cherry Rent a Car),Transport & logistics,A,1,82,80-100,Riyadh,Riyadh HQ,Verified,true,true,Listed; national branch network,true,"Main Market IPO (Dec 2025); two new branches incl. Riyadh (Feb 2026); 27 branches, 9 workshops, 21 mobile units (2026-02)",true,2026,Active,true,1,1,https://www.argaam.com/en/article/articledetail/id/1858241,ipo.cherry.com.sa
448044671203,Nice One Beauty Digital Marketing Co.,"Retail, e-commerce & F&B",A,1,78,70-79,Riyadh,Riyadh HQ,Verified,true,true,Listed mid-cap,true,"Listed on Main Market (Jan 2025); IPO proceeds earmarked for logistics, technology and channel expansion (2025-01)",true,2025,Active,true,1,1,https://argaamplus.s3.amazonaws.com/ff44f42e-dd4b-4c2e-8c6f-76f0ddd58091.pdf,niceonesa.com
447992495290,Akdital International (Saudi operations),Healthcare,A,1,84,80-100,Not captured,Riyadh operations,Verified,true,true,New KSA entity,false,"First Saudi hospital (Riyadh, Olaya) began operations Sep 2026; plans up to SAR 5.3bn KSA investment by 2030 (2026-09)",true,2026,Active,true,1,1,https://gulftech-news.com/en/akdital-beginsoperations-in-saudi-arabia-with-opening-of-first-hospital-in-riyadh/,
448017350857,Sport Clubs Co. (Body Masters / Body Motions),Leisure & hospitality,A,1,89,80-100,Riyadh,Riyadh HQ,Verified,true,true,Listed; 56 clubs,true,Main Market IPO (Jul 2025); 56 clubs in 18 cities; 15 new locations secured for 2025-2026 (2025-07),true,2025,Active,true,1,1,https://www.saudiexchange.sa/Resources/fsPdf/9254_325_2025-06-04_15-31-41_en.pdf,ipo.sportclubs.com.sa
448049547474,Fakeeh Care Group (Dr. Soliman Abdel Kader Fakeeh Hospital Co.),Healthcare,A,1,91,80-100,Not captured,Riyadh operations,Verified,true,true,Listed; multi-city hospital group,true,"Completed SAR 1.6bn acquisition of Dr. Mohammad Al Fagih Hospital (Riyadh, ~350 beds) in Jul 2026; integrating as a subsidiary (2026-07)",true,2026,Active,true,1,1,https://en.fakeeh.care/news/fakeeh-care-group-expands-presence-in-riyadh-with-the-acquisition-of-dr-mohammad-rashid-al-fagih-hospital,en.fakeeh.care
448049602789,Al Hammadi Holding,Healthcare,A,1,89,80-100,Riyadh,Riyadh HQ,Verified,true,true,Listed; 2 operating hospitals,true,"Revamped Al Olaya hospital planned to reopen in 2026 (200 rooms, 120 clinics); land acquired for a fourth Riyadh facility (Al Narjis) (2026 (planned))",false,,Active,true,1,1,https://alhammadi.com/about-us/,alhammadi.com
448049934536,Almasar Alshamil Education,Education & training,A,1,86,80-100,Riyadh,Riyadh HQ,Verified,true,true,Listed; multi-site network,true,HQ and new leadership established in Riyadh (Mar 2025); Main Market IPO (trading Dec 2025); 39 SEN centres + 14 schools in KSA (2025-12),true,2025,Active,true,1,1,https://masareducation.com/wp-content/uploads/2025/10/Almasar-Alshamil-Education-FAQS-E-FINAL.pdf,masareducation.com
448049934538,Spinneys Saudi Arabia (Spinneys KSA JV),"Retail, e-commerce & F&B",A,1,78,70-79,Not captured,Riyadh operations,Verified,true,true,Early-stage KSA network,false,Aug 2026: Spinneys raised its stake in the Saudi business to take direct control of expansion; targets ~10-12 KSA stores by 2028 (2026-08),true,2026,Active,true,1,1,https://enterpriseam.com/ksa/2026/08/04/spinneys-raises-its-saudi-wager-to-build-out-its-biggest-market-outside-the-uae/,spinneys.com
